features,scaler,pca,evr,method,k,silhouette,calinski,davies_bouldin,bic,min_size
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,rasio_adopsi_telemedicine",robust,none,,GMM-full,2,0.35482305950454446,116.32170209442891,1.1393950094782561,1957.7455823573948,53
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-full,2,0.35482305950422255,116.321702094429,1.1393950094782557,1957.7455823573948,53
"skor_kematangan_digital,beban_pasien_per_staf",robust,none,,KMeans,2,0.3547928587402053,145.94173969898472,1.182822983234291,,101
"skor_kematangan_digital,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.8119003062332357,GMM-spherical,4,0.3546993955053979,164.12665452960883,0.8764636636807488,1710.835333694708,22
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca2,0.7658047833010033,GMM-spherical,3,0.35466258722145094,170.14085710901054,0.8604863789959367,1353.0378840769201,32
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca2,0.8181200353000718,Agg-ward,2,0.35456884968869345,146.673596585559,1.1340287599751355,,112
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",standard,none,,KMeans,6,0.35449322139896466,178.9462638648371,0.8357972469076406,,27
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-full,4,0.35437459572479846,185.69764446294124,0.8873444039428205,1291.3750734895002,42
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,GMM-diag,4,0.3542076601502036,168.39378547782349,0.9104014223211729,1617.664160034316,39
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca2,0.6914405609581078,KMeans,6,0.3541920438430403,185.81472950446673,0.8281495844883687,,29
"skor_kematangan_digital,beban_pasien_per_staf",standard,none,,GMM-full,2,0.35418171789084774,147.35927451332086,1.1966610785531933,1592.5383236028576,108
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-tied,2,0.35417898977408996,126.33957688405886,1.0747107604793344,1221.0207810129527,68
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,none,,Agg-ward,2,0.35398005765769264,92.65461939501773,1.117103128350262,,40
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,pca3,1.0,Agg-ward,2,0.35398005765769264,92.65461939501772,1.117103128350262,,40
"rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.7620347478876704,KMeans,3,0.3539732670733832,139.8167525374574,0.9461878824955354,,44
"skor_kematangan_digital,beban_pasien_per_staf",standard,none,,GMM-diag,3,0.3537196342617055,181.030806529119,0.879928119549143,1610.5843511241305,85
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca2,0.772691854619528,KMeans,4,0.3535207044496318,193.00491912226406,0.8894377564248255,,39
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca2,0.772691854619528,GMM-diag,3,0.35345847375336886,173.60808378003796,0.9307413620671682,1686.967096072333,79
"tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,GMM-diag,3,0.35330699976528507,164.06741199837967,0.9540315065406788,1503.610843139167,31
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,KMeans,5,0.3532558596956337,200.72151343345178,0.9120168399239406,,39
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit",robust,none,,KMeans,6,0.3531209975111503,193.61418261171067,0.8782439118259723,,25
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.5402493365688912,GMM-tied,2,0.35309371392342387,93.69855257779136,1.1018924624099877,1650.2605895943575,45
"skor_kematangan_digital,beban_pasien_per_staf",standard,none,,GMM-full,5,0.35289386772659415,187.08436577514956,0.8954203324625091,1680.0511770819194,28
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.7859592837490429,GMM-spherical,3,0.3527962401710293,73.28942497283025,1.2625817023617818,1589.4357537838398,29
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca2,0.7030028321579249,Agg-complete,3,0.35269704718199185,117.05011280041148,0.9539062557276313,,22
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca2,0.7658047833010033,KMeans,4,0.3525842603301782,193.64269960073867,0.8776195219315455,,55
"skor_kematangan_digital,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.6564125666769872,KMeans,3,0.35244497228431976,166.7313662730483,0.9314357783028369,,49
"skor_kematangan_digital,beban_pasien_per_staf",standard,none,,KMeans,6,0.3523503036404402,196.33526318440707,0.8494815541880425,,28
"skor_kematangan_digital,beban_pasien_per_staf",robust,none,,GMM-tied,3,0.3523254496351574,170.89583543472583,0.9051235355843206,1227.1844201821605,52
"skor_kematangan_digital,beban_pasien_per_staf",robust,none,,GMM-diag,3,0.35228517037395135,178.77887551211475,0.8921836278005736,1237.2200106834828,85
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,GMM-full,4,0.35216737827893674,168.26525840482432,0.8993869698866701,1632.778584776224,39
"rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",standard,none,,Agg-ward,4,0.35215683325891584,133.89205131889096,0.860410422057241,,34
"rata_rata_waktu_respons_rujukan_menit,rasio_adopsi_telemedicine",robust,none,,KMeans,3,0.3521122374251204,191.23082979863295,0.9728728703505803,,32
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.6947197130745452,GMM-tied,2,0.352091413455375,110.34320209330876,1.178103260130974,1632.9462423395594,69
"skor_kematangan_digital,beban_pasien_per_staf",robust,none,,KMeans,6,0.3520607636352757,196.77719895176034,0.8574080941201664,,31
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.6224711813618669,GMM-spherical,5,0.3519072220563161,170.08557465845314,0.8819446728799653,1745.7883207020998,22
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca2,0.7658047833010033,GMM-diag,6,0.3518517983579769,204.24349584265332,0.8696121241731012,1401.4737535262018,24
"skor_kematangan_digital,beban_pasien_per_staf",standard,none,,GMM-full,3,0.35155085568817696,178.46599931836937,0.8990869549740088,1626.8818924872228,84
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,Agg-average,2,0.35146290512961664,115.96149574674895,1.0217784560487335,,55
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,KMeans,5,0.3514017373286523,197.53781836069797,0.932256097108716,,39
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca2,0.6914405609581078,GMM-spherical,3,0.3513651323832096,178.724246907213,0.9173653920441023,1641.003430065979,63
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",standard,pca2,0.8001942940101744,KMeans,2,0.3513390571093355,154.89414316481373,1.0771397631590356,,137
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca2,0.6034358500228629,KMeans,6,0.351322072163314,180.03191412498114,0.8540124303945867,,35
"skor_kematangan_digital,beban_pasien_per_staf",robust,none,,GMM-full,3,0.35110855124221146,176.88299115678026,0.8964001396499777,1253.514078831119,85
"skor_kematangan_digital,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.8119003062332357,KMeans,3,0.3510765859402711,172.47119112580737,0.9115439893132793,,79
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,GMM-full,2,0.3509742688741405,71.18434654567662,1.3541815319039856,2299.9053732011753,38
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,1.0,GMM-full,2,0.3509742688713796,71.18434654567669,1.3541815319039854,2299.9053732011753,38
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.6058575722185873,Agg-ward,2,0.3509712059555514,133.0807449235355,1.1288232897590205,,85
"skor_kematangan_digital,rasio_adopsi_telemedicine",robust,none,,GMM-full,3,0.35093876967392773,193.80313235259288,0.815985988248691,1234.897531743356,34
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca2,0.7658047833010033,Agg-ward,5,0.35080496616264134,185.0798657474782,0.8452908841063715,,35
"skor_kematangan_digital,beban_pasien_per_staf",robust,none,,GMM-spherical,5,0.3507943463236724,187.9146620454475,0.8586323450256451,1258.3060253622355,28
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.6224711813618669,GMM-diag,5,0.35068113265972334,169.48944724997904,0.8793441592524565,1771.4299833974508,22
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.7716494167042811,GMM-diag,4,0.35061052536689064,168.66667619999228,0.9184822644696209,1689.887788605264,23
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,KMeans,5,0.3505782170465454,198.58050123255217,0.9270763834985155,,38
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,none,,GMM-diag,5,0.3505599160132614,188.9383382422851,0.9020994115455195,1326.8054214263532,38
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-full,2,0.350446557375334,134.48419800437037,1.1380905437605766,1229.407578293351,85
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",robust,none,,KMeans,6,0.3503830981577583,177.1341204339041,0.8467895060641029,,27
"tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,none,,GMM-tied,2,0.3501757826272165,136.30531410550086,1.139728544903038,1609.1638835045046,113
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.5402493365688912,GMM-diag,2,0.35011419741216226,47.19075651677113,2.0762641427535478,1636.482056160639,59
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca2,0.772691854619528,GMM-full,5,0.3500496535830056,182.59541648109945,0.8680708392831692,1747.3062546182266,29
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca2,0.806526034865102,GMM-diag,5,0.3499682786740391,171.81804217565468,0.8258053745256403,1442.351274391088,27
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,rasio_adopsi_telemedicine",robust,none,,GMM-diag,2,0.3499493251905421,124.36436758674151,1.1520921562741053,1989.8413313961246,61
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca2,0.7658047833010033,KMeans,2,0.3499281537076696,174.37289086807164,1.11345011324625,,129
"skor_kematangan_digital,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.8119003062332357,Agg-ward,5,0.3497820049070538,169.74394597651482,0.8357765655942982,,23
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",standard,pca2,0.7727556533143665,Agg-average,2,0.34976270879798044,79.78367561700523,0.95003431757706,,29
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.6954691152681021,KMeans,2,0.3497265402465191,133.2464021892291,1.1845247469182913,,94
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",robust,none,,KMeans,2,0.34967290690682035,114.6472958210295,1.1298625990978342,,55
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",robust,pca3,1.0,KMeans,2,0.3496729069066608,114.64729582102953,1.1298625990978342,,55
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca2,0.7450455408707282,KMeans,3,0.34951765708364696,136.58914327631473,0.9443231153692788,,54
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,1.0,GMM-full,2,0.349454716959206,77.14566014305748,1.2166049313976899,2277.3653513524205,36
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,GMM-full,2,0.3494547169561324,77.1456601430575,1.2166049313976903,2277.3653513524205,36
"rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,GMM-diag,3,0.3493200762842707,55.767793920436986,1.7457623720894961,2185.633961442055,29
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,KMeans,2,0.3492721957921517,146.16485599755427,1.1560824811306578,,99
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.7859592837490429,Agg-ward,2,0.34921070948831945,147.85990639442298,1.0561658590480052,,138
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.6058575722185873,KMeans,2,0.3489420154888476,151.22850122517454,1.1151943858395825,,123
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,pca3,1.0,GMM-diag,2,0.3489261853306042,11.192960406877912,4.05923061530344,2387.865202822491,36
"tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,none,,KMeans,3,0.3488504448582407,188.70403171824202,0.9645728852492668,,30
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca2,0.6914405609581078,GMM-tied,3,0.3488034527200343,176.4914701934878,0.922368579721093,1640.806304774254,59
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca2,0.684820725339331,KMeans,3,0.3487546523341201,184.5158140101779,0.9029178229231193,,86
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca2,0.772691854619528,GMM-spherical,6,0.34864668253274184,198.12333958751023,0.8740992247187199,1717.4020510899525,33
"skor_kematangan_digital,beban_pasien_per_staf",standard,none,,GMM-spherical,4,0.34852098250285024,176.07244945465968,0.8765773584716847,1617.2308059167822,31
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca2,0.7658047833010033,GMM-diag,3,0.34846525858580524,171.30914936481634,0.9385911783307819,1346.9238052783157,76
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,KMeans,3,0.34841256596887415,114.48977561604515,1.018614769861336,,33
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca3,1.0,KMeans,3,0.3484125659685586,114.48977561604511,1.0186147698613361,,33
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,none,,GMM-full,5,0.34829791621761674,188.11859583966626,0.9343678288752175,1351.3835533276415,40
"skor_kematangan_digital,beban_pasien_per_staf",standard,none,,GMM-spherical,5,0.3482208535981371,185.81516958566004,0.8688679082472109,1631.981128466605,27
"skor_kematangan_digital,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.8119003062332357,GMM-diag,4,0.3482085901834842,164.90397990472155,0.9030770016490967,1724.5631269966673,32
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",robust,pca2,0.7996644000341998,Agg-ward,2,0.34803746424240845,117.36441414054119,1.0559597796023648,,56
"skor_kematangan_digital,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.8119003062332357,KMeans,4,0.3479776048767005,175.37121229125344,0.882294029226341,,24
"skor_kematangan_digital,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca2,0.8655094149910896,KMeans,2,0.3479568233307227,119.55876319802464,1.07515999200339,,83
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca2,0.7658047833010033,Agg-complete,3,0.34788185619794065,171.9967906598363,0.9265773293487823,,69
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca2,0.684820725339331,GMM-diag,3,0.3478694781906923,182.38075634883893,0.916266454363127,1648.519388408098,79
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",robust,none,,KMeans,3,0.34785454466017246,174.62743374145097,0.9355243663754114,,83
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,KMeans,4,0.3476171950350376,194.2108383576608,0.9017485201419527,,52
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-diag,4,0.34758994294182477,186.4485905886436,0.8636868915213298,1272.239191878853,40
"skor_kematangan_digital,efisiensi_anggaran_it",standard,none,,Agg-ward,3,0.3475627536439197,143.61903099511304,0.8974623291750978,,50
"rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",standard,none,,GMM-full,3,0.3474523990444926,76.59197583540727,2.0097725741159396,1541.2344325960669,23
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca2,0.7658047833010033,GMM-spherical,2,0.3474038869038393,170.79455149223625,1.1292984625972688,1337.2031864948262,132
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.6139192760594188,KMeans,3,0.3473599523996545,166.99405361946822,0.9787612516533742,,45
"skor_kematangan_digital,beban_pasien_per_staf",robust,none,,GMM-tied,4,0.3473282434734142,180.3487834911758,0.8747123575219815,1241.5099408891988,35
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",standard,none,,KMeans,3,0.34716870894273283,174.39161428136651,0.9221034042918067,,87
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca2,0.772691854619528,KMeans,5,0.3470830476440107,194.51683691642066,0.874854114562267,,36
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca2,0.6625553343151093,GMM-diag,4,0.3469720726178469,190.286799875593,0.9083689237854613,1465.6109667925023,22
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",robust,pca2,0.7738629675777537,KMeans,3,0.34692275617065266,177.26849561504255,0.9495405205234797,,87
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,GMM-full,2,0.34656965198290646,145.5595251189962,1.169125565545916,1594.2556052739005,103
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",robust,none,,GMM-diag,2,0.346567471102165,36.28132165674965,2.082991722222608,2615.7761378451896,39
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca2,0.6625553343151093,Agg-ward,3,0.34656506652372787,175.83306271822622,0.9623750044517271,,24
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.6182618756285487,Agg-complete,2,0.3465518034716407,94.05464708543988,1.0059645733914917,,40
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,rasio_adopsi_telemedicine",standard,pca2,0.7829488868979623,GMM-tied,2,0.34648967969031064,159.3255990160553,1.043892858688959,1660.6582491242048,98
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,1.0,KMeans,2,0.3463930296761707,128.5250974253896,1.1758824580688763,,67
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,KMeans,2,0.34639302967617064,128.52509742538948,1.1758824580688765,,67
"skor_kematangan_digital,beban_pasien_per_staf",standard,none,,GMM-tied,4,0.3463024351779728,180.39225385502365,0.8860385418099403,1614.8975846156227,35
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.6009453150327642,Agg-ward,3,0.3462703115314565,106.77056029526938,0.9355854937434618,,27
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca2,0.693702763238402,GMM-spherical,6,0.3462370260916784,180.49102641091065,0.8284936465278867,1346.4461327153297,32
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",robust,none,,KMeans,4,0.34620505056957174,173.44472327318013,0.8966688380263018,,42
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca2,0.693702763238402,KMeans,6,0.34613674500795016,183.62628411242883,0.8394406713739501,,37
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca2,0.7116738368433251,GMM-tied,3,0.3460976863457386,171.86157935074152,0.9293658373045458,1343.644016400473,62
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,Agg-ward,3,0.34609560604087214,72.02563204403285,1.0884779521568329,,22
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,pca3,1.0,KMeans,2,0.3460537809480034,112.60284418814994,1.1809872894898754,,61
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,none,,KMeans,2,0.3460537809480034,112.60284418815004,1.1809872894898754,,61
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",standard,none,,GMM-full,3,0.3459948640695304,173.00753587902855,0.9139179604176254,1658.9492158638288,82
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca2,0.6954691152681021,KMeans,5,0.34588465869553875,164.07235866729073,0.9509591346231675,,23
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca2,0.5859479254932549,KMeans,4,0.34550320501899456,177.70098377351198,0.8939238778477496,,46
"beban_pasien_per_staf,efisiensi_anggaran_it",robust,none,,Agg-ward,3,0.34550021179463963,118.23944826184626,1.0189038481753883,,55
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,rasio_adopsi_telemedicine",standard,pca2,0.7829488868979623,GMM-full,2,0.3454899938326224,53.9356337005577,1.4008623212094322,1630.0327837129216,37
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",robust,pca2,0.7738629675777537,KMeans,6,0.34544486905553756,176.58708077620145,0.8400510804511961,,30
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca2,0.5859479254932549,GMM-tied,4,0.34543887187389355,172.84311878027796,0.885092640010625,1722.374068744957,40
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,KMeans,6,0.34541809252985556,193.96474633656618,0.862499967457798,,27
"tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,KMeans,2,0.34540608781721666,133.8425292367785,1.1545779202897395,,133
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca2,0.6034358500228629,KMeans,3,0.3453683185317163,177.12604229871314,0.9424084806192643,,85
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",standard,none,,GMM-spherical,3,0.34535220028549546,173.2044162257306,0.9045521385460704,1626.5282674427767,80
"skor_kematangan_digital,beban_pasien_per_staf",standard,none,,Agg-complete,2,0.3452814778868101,116.15273669348959,1.0622731123987452,,60
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,Agg-ward,2,0.34526198841076233,140.58880020050245,1.1230675576500169,,89
"skor_kematangan_digital,beban_pasien_per_staf",standard,none,,GMM-diag,4,0.3452245763651115,174.48715011624756,0.8800612466398274,1633.1510824468899,35
"rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.7620347478876704,KMeans,2,0.3451898860355474,132.6845435580818,1.0775093146656611,,105
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca2,0.7716494167042811,KMeans,5,0.34510335674473214,171.8886155123321,0.894436950704278,,22
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,GMM-tied,4,0.345034835965985,171.48984123582952,0.9252210145640511,1612.204760155122,40
"beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,Agg-ward,5,0.34501798571717673,193.3786200762432,0.8388191666169602,,25
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",robust,pca2,0.7738629675777537,GMM-tied,2,0.34498132791585195,162.60409760759802,1.09066754989486,1378.052321190883,103
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",robust,pca2,0.7738629675777537,GMM-full,2,0.34490462181904125,164.97928419268632,1.097511707665051,1392.9036790933508,110
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca2,0.772691854619528,Agg-complete,3,0.3448939680212248,172.158760910971,0.9161092050900815,,60
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,GMM-spherical,5,0.3448707390633683,194.4872125326539,0.9184041275469635,1625.17115879789,40
"tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,pca2,0.8206799956824361,Agg-ward,3,0.34461036162564423,122.09419509778036,0.9378747315322649,,23
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,pca2,0.6926046034879954,GMM-spherical,3,0.34444191369839067,134.84253355198445,1.0075632318307715,1618.9790301547505,28
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit",standard,none,,KMeans,6,0.34432540351527346,189.68195831325545,0.920587581396401,,32
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca2,0.5859479254932549,GMM-spherical,6,0.3442704412759697,170.34459302212596,0.8139500813533935,1764.0920545418458,25
